11111112,Deposit,50.0,2024-09-28 20:27:15,600.0
11111112,Deposit,50.0,2024-09-28 20:27:16,600.0
11111112,Deposit,50.0,2024-09-28 20:27:17,600.0
11111112,Deposit,50.0,2024-09-28 20:27:17,600.0
11111112,Deposit,50.0,2024-09-28 20:27:18,600.0
11111112,Deposit,50.0,2024-09-28 20:27:18,600.0
7519295923,Deposit,50.0,2024-09-28 20:28:16,50.0
11111112,Deposit,40.0,2024-09-28 21:12:55,640.0
11111112,Deposit,40.0,2024-09-28 21:13:00,640.0
11111112,Deposit,40.0,2024-09-28 21:13:01,640.0
11111112,Deposit,40.0,2024-09-28 21:13:01,640.0
11111112,Deposit,40.0,2024-09-28 21:13:01,640.0
11111112,Deposit,40.0,2024-09-28 21:13:02,640.0
11111112,Deposit,40.0,2024-09-28 21:13:02,640.0
11111112,Deposit,40.0,2024-09-28 21:13:03,640.0
11111112,Deposit,40.0,2024-09-28 21:13:03,640.0
11111112,Deposit,40.0,2024-09-28 21:13:04,640.0
11111112,Deposit,40.0,2024-09-28 21:13:05,640.0
11111112,Deposit,40.0,2024-09-28 21:13:06,640.0
11111112,Deposit,50.0,2024-09-29 08:28:07,690.0
11111112,Deposit,50.0,2024-09-29 08:28:08,690.0
11111112,Deposit,50.0,2024-09-29 08:28:09,690.0
11111112,Deposit,50.0,2024-09-29 08:28:10,690.0
11111112,Deposit,50.0,2024-09-29 08:28:10,690.0
11111112,Deposit,50.0,2024-09-29 08:28:11,690.0
11111112,Deposit,50.0,2024-09-29 08:28:12,690.0
11111112,Deposit,50.0,2024-09-29 08:28:12,690.0
11111112,Deposit,50.0,2024-09-29 08:28:13,690.0
11111112,Deposit,50.0,2024-09-29 08:28:14,690.0
11111112,Deposit,50.0,2024-09-29 08:28:14,690.0
11111112,Deposit,50.0,2024-09-29 08:28:15,690.0
11111112,Deposit,50.0,2024-09-29 08:28:16,650.0
11111122,Deposit,30.0,2024-09-29 08:29:20,680.0
11111122,Deposit,20.0,2024-09-29 09:08:14,700.0
11111122,Deposit,300.0,2024-09-29 11:00:20,1000.0
11111122,Deposit,200.0,2024-09-29 11:07:25,1200.0
11111122,Deposit,200.0,2024-09-29 11:29:27,1400.0
11111122,Deposit,100.0,2024-09-29 11:37:53,1500.0
11111122,Deposit,50.0,2024-09-29 11:45:34,1550.0
11111122,Deposit,50.0,2024-07-29 11:49:39,1600.0
11111122,Deposit,50.0,2024-09-29 11:50:01,1650.0
11111122,Deposit,50.0,2024-09-29 11:50:14,1700.0
11111122,Deposit,50.0,2024-07-29 11:54:15,1750.0
11111122,Deposit,50.0,2024-09-29 12:09:05,1800.0
11111122,Deposit,50.0,2024-06-29 12:09:14,1850.0
11111122,Deposit,50.0,2024-09-29 12:11:19,1900.0
11111122,Deposit,20.0,2024-09-29 12:30:44,1920.0
11111112,Received,400.0,2024-09-29 13:15:57,1090.0
11111300,Withdraw,400.0,2024-09-29 13:57:32,540.0
11111122,Deposit,250.0,2024-09-29 19:35:45,1000.0
11111122,Withdraw,500.0,2024-09-29 19:36:00,500.0
11111400,Received,250.0,2024-09-29 19:44:00,1150.0
11111122,Deposit,100.0,2024-09-29 20:14:40,350.0
11111122,Withdraw,50.0,2024-09-29 20:16:19,300.0
7619434416,Deposit,20.0,2024-09-29 20:17:43,20.0
7619434416,Withdraw,10.0,2024-09-29 20:18:04,10.0
11111122,Received,5.0,2024-09-29 20:18:25,305.0
11111122,Deposit,95.0,2024-09-29 20:28:52,400.0
11111122,Withdraw,200.0,2024-09-29 20:28:58,200.0
7619434416,Received,100.0,2024-09-29 20:29:32,105.0
11111122,Deposit,40.0,2024-09-29 20:57:03,140.0
11111122,Transfer,2.0,2024-09-29 21:21:57,138.0
11111122,Deposit,12.0,2024-09-30 08:03:23,150.0
11111122,Withdraw,50.0,2024-09-30 08:03:38,100.0
7661781730,Received,50.0,2024-09-30 08:04:05,50.0
7661781730,Deposit,50.0,2024-09-30 08:07:41,100.0
7661781730,Withdraw,10.0,2024-09-30 08:08:03,90.0
